user_id,username,email,department,role,is_admin,is_contractor,manager_id,created_at
USR_0035,user_ 34,user034@company.com,Engineering,Contractor,false,false,USR_0015,2024-06-12T16:27:53.418433
USR_0036,user_ 35,user035@company.com,HR,Admin,false,false,USR_0015,2025-04-30T16:27:53.418439
USR_0037,user_ 36,user036@company.com,Marketing,Contractor,false,false,USR_0009,2024-10-22T16:27:53.418445
USR_0038,user_ 37,user037@company.com,HR,Admin,false,false,USR_0013,2025-12-02T16:27:53.418451
USR_0039,user_ 38,user038@company.com,Sales,Engineer,false,false,USR_0002,2023-11-21T16:27:53.418457
USR_0040,user_ 39,user039@company.com,Marketing,Manager,false,false,USR_0001,2024-07-28T16:27:53.418464
USR_0041,user_ 40,user040@company.com,Finance,Engineer,false,false,USR_0012,2023-03-14T16:27:53.418470
USR_0042,user_ 41,user041@company.com,Legal,Manager,false,false,USR_0003,2023-04-05T16:27:53.418476
USR_0043,user_ 42,user042@company.com,HR,Executive,false,false,USR_0009,2023-07-21T16:27:53.418485
USR_0044,user_ 43,user043@company.com,Legal,Contractor,false,false,USR_0012,2024-10-18T16:27:53.418492
USR_0045,user_ 44,user044@company.com,DevOps,Contractor,false,false,USR_0011,2023-10-31T16:27:53.418498
USR_0046,user_ 45,user045@company.com,Legal,Analyst,false,false,USR_0002,2024-07-14T16:27:53.418503
USR_0047,user_ 46,user046@company.com,Operations,Engineer,false,false,USR_0010,2024-08-19T16:27:53.418509
USR_0048,user_ 47,user047@company.com,Engineering,Engineer,false,false,USR_0012,2025-08-05T16:27:53.418516
USR_0049,user_ 48,user048@company.com,Engineering,Executive,false,false,USR_0002,2023-01-16T16:27:53.418522
USR_0050,user_ 49,user049@company.com,Sales,Manager,false,false,USR_0009,2025-03-08T16:27:53.418528
USR_0051,user_ 50,user050@company.com,Compliance,Admin,false,false,USR_0008,2024-07-24T16:27:53.418534
USR_0052,user_ 51,user051@company.com,DevOps,Manager,false,false,USR_0002,2025-05-19T16:27:53.418540
USR_0053,user_ 52,user052@company.com,Operations,Analyst,false,false,USR_0007,2023-04-22T16:27:53.418546
USR_0054,user_ 53,user053@company.com,Engineering,Contractor,false,false,USR_0011,2025-05-16T16:27:53.418559
USR_0055,user_ 54,user054@company.com,Operations,Engineer,false,true,USR_0004,2024-11-06T16:27:53.418569
USR_0056,user_ 55,user055@company.com,Sales,Manager,false,false,USR_0007,2024-11-23T16:27:53.418575
USR_0057,user_ 56,user056@company.com,Security,Engineer,false,false,USR_0008,2025-05-17T16:27:53.418581
USR_0058,user_ 57,user057@company.com,Legal,Engineer,false,true,USR_0002,2024-08-06T16:27:53.418588
USR_0059,user_ 58,user058@company.com,Sales,Analyst,false,false,USR_0004,2023-09-04T16:27:53.418594
USR_0060,user_ 59,user059@company.com,HR,Analyst,false,false,USR_0001,2023-09-26T16:27:53.418600
USR_0061,user_ 60,user060@company.com,Sales,Executive,false,false,USR_0007,2023-03-13T16:27:53.418606
USR_0062,user_ 61,user061@company.com,Marketing,Manager,false,false,USR_0001,2025-08-01T16:27:53.418616
USR_0063,user_ 62,user062@company.com,Engineering,Engineer,false,false,USR_0010,2023-04-02T16:27:53.418622
USR_0064,user_ 63,user063@company.com,Legal,Manager,false,false,USR_0001,2023-01-28T16:27:53.418628
USR_0065,user_ 64,user064@company.com,HR,Engineer,false,true,USR_0010,2025-07-17T16:27:53.418634
USR_0066,user_ 65,user065@company.com,Security,Analyst,false,false,USR_0002,2024-07-17T16:27:53.418641
USR_0067,user_ 66,user066@company.com,Engineering,Admin,false,false,USR_0002,2023-07-29T16:27:53.418647
USR_0068,user_ 67,user067@company.com,Compliance,Admin,false,false,USR_0006,2024-06-17T16:27:53.418653
USR_0069,user_ 68,user068@company.com,Operations,Manager,false,false,USR_0005,2023-09-15T16:27:53.418659
USR_0070,user_ 69,user069@company.com,Marketing,Analyst,false,false,USR_0006,2025-07-08T16:27:53.418665
USR_0071,user_ 70,user070@company.com,Compliance,Admin,false,true,USR_0002,2025-07-06T16:27:53.418671
USR_0072,user_ 71,user071@company.com,Legal,Executive,false,false,USR_0003,2023-12-20T16:27:53.418677
USR_0073,user_ 72,user072@company.com,Security,Executive,false,false,USR_0005,2025-01-14T16:27:53.418683
USR_0074,user_ 73,user073@company.com,Legal,Contractor,false,false,USR_0005,2025-11-17T16:27:53.418689
USR_0075,user_ 74,user074@company.com,Legal,Executive,false,false,USR_0015,2025-05-05T16:27:53.418696
USR_0076,user_ 75,user075@company.com,HR,Executive,false,false,USR_0002,2025-04-28T16:27:53.418702
USR_0077,user_ 76,user076@company.com,HR,Executive,false,false,USR_0005,2024-09-28T16:27:53.418711
USR_0078,user_ 77,user077@company.com,Security,Contractor,false,false,USR_0011,2024-06-11T16:27:53.418718
USR_0079,user_ 78,user078@company.com,Marketing,Engineer,false,false,USR_0002,2023-07-20T16:27:53.418725
USR_0080,user_ 79,user079@company.com,Engineering,Engineer,false,false,USR_0006,2025-03-11T16:27:53.418731
USR_0081,user_ 80,user080@company.com,Marketing,Manager,false,false,USR_0012,2023-06-13T16:27:53.418737
USR_0082,user_ 81,user081@company.com,DevOps,Admin,false,false,USR_0001,2025-04-18T16:27:53.418743
USR_0083,user_ 82,user082@company.com,HR,Admin,false,true,USR_0001,2023-11-08T16:27:53.418749
USR_0084,user_ 83,user083@company.com,HR,Analyst,false,false,USR_0003,2025-09-09T16:27:53.418755
USR_0085,user_ 84,user084@company.com,Engineering,Executive,false,false,USR_0004,2024-07-10T16:27:53.418761
USR_0086,user_ 85,user085@company.com,Operations,Admin,false,false,USR_0015,2023-08-24T16:27:53.418768
USR_0087,user_ 86,user086@company.com,HR,Manager,false,false,USR_0014,2025-01-05T16:27:53.418774
USR_0088,user_ 87,user087@company.com,HR,Analyst,false,false,USR_0001,2024-12-01T16:27:53.418780
USR_0089,user_ 88,user088@company.com,Operations,Analyst,false,false,USR_0013,2024-07-13T16:27:53.418787
USR_0090,user_ 89,user089@company.com,Finance,Analyst,false,false,USR_0014,2025-09-15T16:27:53.418793
USR_0091,user_ 90,user090@company.com,Security,Manager,false,false,USR_0014,2023-05-06T16:27:53.418799
USR_0092,user_ 91,user091@company.com,Security,Manager,false,false,USR_0001,2024-11-03T16:27:53.418805
USR_0093,user_ 92,user092@company.com,Marketing,Engineer,false,false,USR_0013,2024-05-11T16:27:53.418812
USR_0094,user_ 93,user093@company.com,Legal,Analyst,false,false,USR_0011,2024-01-25T16:27:53.418818
USR_0095,user_ 94,user094@company.com,Finance,Executive,false,false,USR_0003,2024-06-08T16:27:53.418824
USR_0096,user_ 95,user095@company.com,Compliance,Analyst,false,true,USR_0006,2024-03-01T16:27:53.418830
USR_0097,user_ 96,user096@company.com,Legal,Engineer,false,false,USR_0007,2024-11-09T16:27:53.418837
USR_0098,user_ 97,user097@company.com,DevOps,Engineer,false,false,USR_0009,2024-10-26T16:27:53.418846
USR_0099,user_ 98,user098@company.com,Finance,Contractor,false,false,USR_0015,2024-01-27T16:27:53.418852
USR_0100,user_ 99,user099@company.com,Finance,Contractor,false,false,USR_0015,2024-03-28T16:27:53.418858
USR_0101,user_ 100,user100@company.com,DevOps,Executive,false,false,USR_0007,2024-04-07T16:27:53.418867
USR_0102,user_ 101,user101@company.com,Security,Analyst,false,false,USR_0011,2023-10-19T16:27:53.418874
USR_0103,user_ 102,user102@company.com,HR,Admin,false,false,USR_0010,2024-03-27T16:27:53.418880
USR_0104,user_ 103,user103@company.com,Engineering,Executive,false,false,USR_0005,2024-09-29T16:27:53.418886
USR_0105,user_ 104,user104@company.com,Compliance,Admin,false,false,USR_0011,2024-02-13T16:27:53.418892
USR_0106,user_ 105,user105@company.com,Sales,Contractor,false,false,USR_0004,2023-01-22T16:27:53.418898
USR_0107,user_ 106,user106@company.com,HR,Contractor,false,false,USR_0002,2024-05-01T16:27:53.418904
USR_0108,user_ 107,user107@company.com,Compliance,Executive,false,false,USR_0002,2024-08-09T16:27:53.418910
USR_0109,user_ 108,user108@company.com,Security,Manager,false,false,USR_0003,2025-10-14T16:27:53.418916
USR_0110,user_ 109,user109@company.com,Sales,Admin,false,true,USR_0014,2025-07-07T16:27:53.418923
USR_0111,user_ 110,user110@company.com,Compliance,Manager,false,false,USR_0012,2023-10-09T16:27:53.418929
USR_0112,user_ 111,user111@company.com,Security,Manager,false,false,USR_0011,2025-11-22T16:27:53.418935
USR_0113,user_ 112,user112@company.com,Finance,Analyst,false,false,USR_0004,2024-12-08T16:27:53.418942
USR_0114,user_ 113,user113@company.com,Legal,Analyst,false,false,USR_0001,2024-07-11T16:27:53.418949
USR_0115,user_ 114,user114@company.com,Finance,Analyst,false,false,USR_0003,2023-04-27T16:27:53.418955
USR_0116,user_ 115,user115@company.com,Legal,Admin,false,false,USR_0006,2023-06-11T16:27:53.418961
USR_0117,user_ 116,user116@company.com,Legal,Analyst,false,false,USR_0014,2023-06-04T16:27:53.418967
USR_0118,user_ 117,user117@company.com,Sales,Analyst,false,false,USR_0005,2024-07-15T16:27:53.418973
USR_0119,user_ 118,user118@company.com,Marketing,Admin,false,false,USR_0008,2024-08-01T16:27:53.418983
USR_0120,user_ 119,user119@company.com,Finance,Contractor,false,false,USR_0005,2024-08-10T16:27:53.418991
USR_0121,user_ 120,user120@company.com,Operations,Admin,false,false,USR_0002,2025-02-23T16:27:53.419013
USR_0122,user_ 121,user121@company.com,DevOps,Contractor,false,false,USR_0003,2024-09-21T16:27:53.419020
USR_0123,user_ 122,user122@company.com,DevOps,Executive,false,true,USR_0009,2023-04-24T16:27:53.419026
USR_0124,user_ 123,user123@company.com,Security,Analyst,false,false,USR_0007,2025-10-24T16:27:53.419032
USR_0125,user_ 124,user124@company.com,Compliance,Analyst,false,false,USR_0008,2025-11-21T16:27:53.419039
USR_0126,user_ 125,user125@company.com,Marketing,Analyst,false,false,USR_0014,2023-07-29T16:27:53.419045
USR_0127,user_ 126,user126@company.com,Legal,Admin,false,false,USR_0015,2024-09-08T16:27:53.419051
USR_0128,user_ 127,user127@company.com,Marketing,Analyst,false,false,USR_0008,2025-10-05T16:27:53.419057
USR_0129,user_ 128,user128@company.com,DevOps,Contractor,false,false,USR_0003,2023-04-21T16:27:53.419063
USR_0130,user_ 129,user129@company.com,Compliance,Admin,false,false,USR_0001,2023-09-19T16:27:53.419070
USR_0131,user_ 130,user130@company.com,Engineering,Engineer,false,false,USR_0011,2023-07-10T16:27:53.419076
USR_0132,user_ 131,user131@company.com,Sales,Manager,false,false,USR_0001,2024-06-19T16:27:53.419082
USR_0133,user_ 132,user132@company.com,Security,Analyst,false,false,USR_0006,2024-01-12T16:27:53.419088
USR_0134,user_ 133,user133@company.com,DevOps,Executive,false,false,USR_0013,2023-07-24T16:27:53.419094
USR_0135,user_ 134,user134@company.com,Finance,Analyst,false,false,USR_0001,2025-08-19T16:27:53.419100
USR_0136,user_ 135,user135@company.com,Operations,Manager,false,false,USR_0011,2025-07-16T16:27:53.419107
USR_0137,user_ 136,user136@company.com,Engineering,Engineer,false,false,USR_0004,2024-10-21T16:27:53.419113
USR_0138,user_ 137,user137@company.com,Compliance,Manager,false,false,USR_0004,2025-03-20T16:27:53.419119
USR_0139,user_ 138,user138@company.com,Finance,Admin,false,false,USR_0004,2023-04-26T16:27:53.419125
USR_0140,user_ 139,user139@company.com,Operations,Manager,false,false,USR_0010,2025-04-13T16:27:53.419137
USR_0141,user_ 140,user140@company.com,HR,Executive,false,false,USR_0002,2025-10-12T16:27:53.419144
USR_0142,user_ 141,user141@company.com,Compliance,Contractor,false,false,USR_0015,2023-10-27T16:27:53.419150
USR_0143,user_ 142,user142@company.com,Security,Engineer,false,false,USR_0010,2024-07-24T16:27:53.419156
USR_0144,user_ 143,user143@company.com,Marketing,Contractor,false,false,USR_0010,2025-03-31T16:27:53.419162
USR_0145,user_ 144,user144@company.com,Compliance,Engineer,false,false,USR_0006,2023-07-10T16:27:53.419168
USR_0146,user_ 145,user145@company.com,Finance,Admin,false,false,USR_0011,2024-01-05T16:27:53.419174
USR_0147,user_ 146,user146@company.com,DevOps,Analyst,false,true,USR_0002,2023-06-30T16:27:53.419180
USR_0148,user_ 147,user147@company.com,Sales,Contractor,false,false,USR_0003,2023-06-26T16:27:53.419187
USR_0149,user_ 148,user148@company.com,Legal,Contractor,false,false,USR_0005,2023-03-19T16:27:53.419193
USR_0150,user_ 149,user149@company.com,Compliance,Executive,false,false,USR_0006,2024-07-19T16:27:53.419200
